sentence,label,speaker,has_modal,has_name,is_imperative
I need you to send this report.,action_item,SPEAKER_04,0,0,0
Let's discuss our decision on the architecture.,topic,SPEAKER_00,0,0,0
We expect the budget just by Friday.,deadline_mention,SPEAKER_04,0,0,0
To basically deliver the copy takes a lot of time.,general,SPEAKER_04,0,0,0
I don't think we need to create the design.,general,SPEAKER_01,0,0,0
It's agreed that we maybe will create the wireframes.,decision,SPEAKER_01,0,0,0
Cutoff for the budget is Monday.,deadline_mention,SPEAKER_04,0,0,0
Cutoff for definitely the slides is end of week.,deadline_mention,SPEAKER_02,0,0,0
Please I mean send the design by Wednesday.,action_item,SPEAKER_00,0,0,0
So we're going with the new definitely wireframes.,decision,SPEAKER_04,0,0,0
To update the code takes a lot of time.,general,SPEAKER_00,0,0,0
Cutoff for the code is Thursday.,deadline_mention,SPEAKER_00,0,0,0
Make sure to just deliver the slides by Monday.,action_item,SPEAKER_00,0,0,0
Please review the campaign by end of just week.,action_item,SPEAKER_02,0,0,0
"If you deliver the code, let me know.",general,SPEAKER_02,0,0,0
She didn't finish the design.,general,SPEAKER_02,0,0,0
The maybe main topic today is the architecture.,topic,SPEAKER_01,0,0,0
The decision is kind of to send the code.,deadline_mention,SPEAKER_00,0,0,0
We expect the plan by next just week.,general,SPEAKER_01,0,0,0
"David, I mean finish the budget today.",action_item,SPEAKER_03,0,0,0
The main topic today is the copy.,topic,SPEAKER_00,0,0,0
To review the definitely wireframes takes a lot of time.,general,SPEAKER_04,0,0,0
The plan schedule ends on Friday.,deadline_mention,SPEAKER_04,0,0,0
The basically copy schedule ends on next week.,deadline_mention,SPEAKER_02,0,0,0
Regarding the just campaign design.,topic,SPEAKER_03,0,0,0
They actually always send the code late.,general,SPEAKER_03,0,0,0
We expect the design by EOD.,deadline_mention,SPEAKER_03,0,0,0
We have decided actually to go with the new design.,decision,SPEAKER_03,0,0,0
She didn't review the copy.,general,SPEAKER_01,0,0,0
Did Nina verify the slides?,general,SPEAKER_02,0,0,0
I need I mean you to check this report.,action_item,SPEAKER_02,0,0,0
Let's talk probably about the budget approach.,topic,SPEAKER_00,0,0,0
I need you to finish definitely this code.,action_item,SPEAKER_03,0,0,0
So we're going with the new budget.,decision,SPEAKER_00,0,0,0
We have decided to go with the new code.,deadline_mention,SPEAKER_00,0,0,0
Let's talk you know about the code approach.,topic,SPEAKER_02,0,0,0
They always I mean prepare the architecture late.,general,SPEAKER_02,0,0,0
"Sarah, review the slides I mean today.",deadline_mention,SPEAKER_04,0,0,0
They always update the design late.,general,SPEAKER_03,0,0,0
We expect the slides by you know Thursday.,deadline_mention,SPEAKER_04,0,0,0
The budget schedule actually ends on end of week.,deadline_mention,SPEAKER_01,0,0,0
"David, draft the like budget today.",action_item,SPEAKER_02,0,0,0
Don't forget to verify the copy.,action_item,SPEAKER_03,0,0,0
Our final choice is the report maybe design.,decision,SPEAKER_04,0,0,0
I need you to check this design.,decision,SPEAKER_04,0,0,0
Turning our maybe attention to the slides.,topic,SPEAKER_01,0,0,0
We are moving like forward with the copy plan.,decision,SPEAKER_00,0,0,0
I am maybe not sure if I can finish it.,general,SPEAKER_03,0,0,0
We settled on option Emma.,decision,SPEAKER_00,0,0,0
We just settled on option Emma.,decision,SPEAKER_00,0,0,0
Can Raj create the you know architecture?,action_item,SPEAKER_02,0,0,0
Please draft the campaign by Tuesday.,action_item,SPEAKER_04,0,0,0
"Emma, create the campaign today.",action_item,SPEAKER_02,0,0,0
We're choosing maybe the plan approach.,decision,SPEAKER_04,0,0,0
We expect the architecture by next just week.,deadline_mention,SPEAKER_00,0,0,0
"If you just prepare the design, let me know.",general,SPEAKER_02,0,0,0
Let's discuss our decision on basically the copy.,topic,SPEAKER_01,0,0,0
I don't think like we need to finish the slides.,general,SPEAKER_01,0,0,0
We settled on like option David.,decision,SPEAKER_02,0,0,0
The probably plan schedule ends on next week.,decision,SPEAKER_01,0,0,0
I like am not sure if I can deliver it.,general,SPEAKER_01,0,0,0
To deliver the code takes a lot of time.,general,SPEAKER_01,0,0,0
"Mike, update the budget just today.",action_item,SPEAKER_02,0,0,0
We need to cover definitely the architecture.,topic,SPEAKER_00,0,0,0
Let's discuss our decision on like the design.,topic,SPEAKER_02,0,0,0
So we're going like with the new campaign.,decision,SPEAKER_04,0,0,0
Cutoff for the design is next week.,deadline_mention,SPEAKER_01,0,0,0
The next probably agenda item is the plan plan.,topic,SPEAKER_03,0,0,0
Moving on to basically the wireframes.,topic,SPEAKER_03,0,0,0
Moving on to the like slides.,topic,SPEAKER_03,0,0,0
I don't think we need to create the code.,general,SPEAKER_01,0,0,0
Let's talk maybe about the budget approach.,topic,SPEAKER_04,0,0,0
Let's discuss our decision on kind of the budget.,topic,SPEAKER_00,0,0,0
She didn't deliver the kind of code.,general,SPEAKER_02,0,0,0
It's agreed that we will create the wireframes.,general,SPEAKER_01,0,0,0
It's agreed that I mean we will prepare the budget.,decision,SPEAKER_01,0,0,0
The deadline for the architecture is Tuesday.,deadline_mention,SPEAKER_04,0,0,0
Turning our basically attention to the slides.,topic,SPEAKER_03,0,0,0
I need you to finish this design.,action_item,SPEAKER_01,0,0,0
"If you check the campaign, let me know.",general,SPEAKER_02,0,0,0
The deadline for the plan is Friday.,deadline_mention,SPEAKER_00,0,0,0
Could you please forward that campaign to Priya?,action_item,SPEAKER_03,0,0,0
The probably next agenda item is the wireframes plan.,topic,SPEAKER_03,0,0,0
The decision probably is to create the architecture.,decision,SPEAKER_03,0,0,0
We have decided to go with the new basically budget.,decision,SPEAKER_02,0,0,0
We expect the design by you know Thursday.,deadline_mention,SPEAKER_01,0,0,0
I am not sure maybe if I can finish it.,decision,SPEAKER_03,0,0,0
"Raj, deliver the budget you know today.",action_item,SPEAKER_02,0,0,0
Turning kind of our attention to the copy.,topic,SPEAKER_00,0,0,0
To check the architecture takes a lot of time.,general,SPEAKER_02,0,0,0
Don't forget to check the budget.,action_item,SPEAKER_02,0,0,0
Make sure to draft the architecture before Monday.,action_item,SPEAKER_03,0,0,0
This must be ready basically by tomorrow.,deadline_mention,SPEAKER_02,0,0,0
"If you send the copy, let like me know.",general,SPEAKER_03,0,0,0
Moving maybe on to the campaign.,topic,SPEAKER_00,0,0,0
Could you please forward that budget to Priya?,action_item,SPEAKER_04,0,0,0
"If you prepare the architecture, let me know.",general,SPEAKER_01,0,0,0
I am not sure if definitely I can prepare it.,general,SPEAKER_02,0,0,0
Please prepare the slides by Wednesday.,action_item,SPEAKER_04,0,0,0
I need you to finish maybe this copy.,action_item,SPEAKER_00,0,0,0
Please check the plan by EOD.,action_item,SPEAKER_01,0,0,0
The campaign schedule ends definitely on Tuesday.,deadline_mention,SPEAKER_02,0,0,0
Did Raj check the copy?,general,SPEAKER_00,0,0,0
I maybe need you to review this copy.,action_item,SPEAKER_00,0,0,0
"Mike, finish like the architecture today.",action_item,SPEAKER_01,0,0,0
The main actually topic today is the report.,topic,SPEAKER_03,0,0,0
I don't think we need to I mean update the campaign.,topic,SPEAKER_02,0,0,0
The deadline for the like wireframes is Thursday.,deadline_mention,SPEAKER_02,0,0,0
To create the budget takes basically a lot of time.,general,SPEAKER_03,0,0,0
I don't think we need to deliver the wireframes.,general,SPEAKER_03,0,0,0
I am maybe not sure if I can update it.,general,SPEAKER_04,0,0,0
I don't just think we need to check the architecture.,general,SPEAKER_03,0,0,0
I am not you know sure if I can prepare it.,general,SPEAKER_00,0,0,0
"Sarah, create the copy you know today.",topic,SPEAKER_02,0,0,0
Cutoff for the just copy is Friday.,deadline_mention,SPEAKER_00,0,0,0
The decision is to verify the plan.,decision,SPEAKER_02,0,0,0
She didn't definitely check the report.,general,SPEAKER_02,0,0,0
The like main topic today is the report.,topic,SPEAKER_02,0,0,0
Regarding the design I mean design.,topic,SPEAKER_02,0,0,0
I don't think I mean we need to update the wireframes.,general,SPEAKER_02,0,0,0
Moving on to the maybe budget.,topic,SPEAKER_03,0,0,0
Turning our attention to the kind of slides.,topic,SPEAKER_00,0,0,0
She didn't send the basically copy.,general,SPEAKER_03,0,0,0
Could you please forward that design to Raj?,action_item,SPEAKER_01,0,0,0
Moving on to like the slides.,topic,SPEAKER_01,0,0,0
"Emma, verify the I mean campaign today.",action_item,SPEAKER_04,0,0,0
We need to cover the copy.,topic,SPEAKER_00,0,0,0
It's agreed that you know we will create the campaign.,decision,SPEAKER_03,0,0,0
It's agreed that I mean we will create the report.,decision,SPEAKER_02,0,0,0
So we're going with like the new plan.,decision,SPEAKER_02,0,0,0
Make sure to draft definitely the campaign before Friday.,general,SPEAKER_02,0,0,0
To deliver the wireframes takes a lot of time.,general,SPEAKER_04,0,0,0
We just expect the campaign by end of week.,deadline_mention,SPEAKER_03,0,0,0
The wireframes schedule ends on next week.,deadline_mention,SPEAKER_03,0,0,0
Did just John check the copy?,general,SPEAKER_04,0,0,0
Did probably Raj update the design?,general,SPEAKER_02,0,0,0
They you know always create the design late.,general,SPEAKER_04,0,0,0
Our final choice is the just budget design.,decision,SPEAKER_01,0,0,0
The deadline basically for the campaign is Monday.,deadline_mention,SPEAKER_03,0,0,0
So we're going with the new maybe wireframes.,decision,SPEAKER_01,0,0,0
She didn't deliver the basically slides.,general,SPEAKER_00,0,0,0
The main topic kind of today is the budget.,topic,SPEAKER_00,0,0,0
The next agenda item is you know the design plan.,topic,SPEAKER_03,0,0,0
Make sure to update the wireframes before Monday.,deadline_mention,SPEAKER_04,0,0,0
We settled on like option Nina.,decision,SPEAKER_02,0,0,0
We expect basically the architecture by Monday.,deadline_mention,SPEAKER_02,0,0,0
Please verify the just plan by Wednesday.,action_item,SPEAKER_04,0,0,0
I don't think we need to deliver the budget.,general,SPEAKER_02,0,0,0
We're choosing kind of the report approach.,decision,SPEAKER_04,0,0,0
The architecture schedule ends maybe on Monday.,deadline_mention,SPEAKER_00,0,0,0
The decision is to create probably the campaign.,decision,SPEAKER_04,0,0,0
Turning our attention to the I mean budget.,topic,SPEAKER_04,0,0,0
We're choosing the like design approach.,decision,SPEAKER_04,0,0,0
It's agreed that we will draft the wireframes.,decision,SPEAKER_01,0,0,0
Make sure to deliver the like budget by Tuesday.,action_item,SPEAKER_04,0,0,0
To review the copy takes just a lot of time.,general,SPEAKER_03,0,0,0
We settled basically on option Priya.,decision,SPEAKER_01,0,0,0
We settled kind of on option David.,decision,SPEAKER_01,0,0,0
Regarding the maybe budget design.,topic,SPEAKER_01,0,0,0
I am not sure maybe if I can check it.,general,SPEAKER_00,0,0,0
She basically didn't send the wireframes.,general,SPEAKER_02,0,0,0
Let's discuss our decision on like the budget.,topic,SPEAKER_03,0,0,0
The actually main topic today is the code.,topic,SPEAKER_00,0,0,0
I like am not sure if I can prepare it.,decision,SPEAKER_03,0,0,0
"Raj, prepare the copy today.",action_item,SPEAKER_04,0,0,0
"If you know you deliver the design, let me know.",general,SPEAKER_02,0,0,0
Let's discuss maybe our decision on the code.,topic,SPEAKER_00,0,0,0
So we're going with the new kind of wireframes.,general,SPEAKER_04,0,0,0
We actually expect the architecture by Monday.,action_item,SPEAKER_03,0,0,0
Moving on just to the report.,topic,SPEAKER_04,0,0,0
Let's talk actually about the budget approach.,deadline_mention,SPEAKER_01,0,0,0
Can Mike like prepare the budget?,action_item,SPEAKER_04,0,0,0
The next maybe agenda item is the report plan.,topic,SPEAKER_03,0,0,0
So we're going actually with the new copy.,decision,SPEAKER_01,0,0,0
I basically am not sure if I can deliver it.,general,SPEAKER_04,0,0,0
Can John draft the slides?,action_item,SPEAKER_03,0,0,0
Cutoff definitely for the campaign is Thursday.,deadline_mention,SPEAKER_03,0,0,0
Did Mike finish the campaign?,action_item,SPEAKER_02,0,0,0
Moving on to the design.,topic,SPEAKER_03,0,0,0
We probably are moving forward with the architecture plan.,decision,SPEAKER_02,0,0,0
Let's talk kind of about the design approach.,topic,SPEAKER_03,0,0,0
We're choosing the report approach.,decision,SPEAKER_01,0,0,0
They actually always deliver the design late.,general,SPEAKER_00,0,0,0
The target delivery maybe is next week.,deadline_mention,SPEAKER_03,0,0,0
We expect the wireframes like by Thursday.,deadline_mention,SPEAKER_00,0,0,0
Our final choice is the code design.,decision,SPEAKER_01,0,0,0
We settled on you know option David.,action_item,SPEAKER_00,0,0,0
"John, finish the slides today.",action_item,SPEAKER_04,0,0,0
I don't think we need to update the code.,general,SPEAKER_01,0,0,0
We're choosing the code approach.,decision,SPEAKER_04,0,0,0
Can Emma check the copy?,action_item,SPEAKER_00,0,0,0
The I mean target delivery is Thursday.,general,SPEAKER_04,0,0,0
The copy schedule ends on Wednesday.,deadline_mention,SPEAKER_01,0,0,0
Make sure to deliver like the slides by next week.,decision,SPEAKER_00,0,0,0
Regarding kind of the design design.,topic,SPEAKER_02,0,0,0
The probably main topic today is the wireframes.,topic,SPEAKER_03,0,0,0
So we're going with like the new architecture.,decision,SPEAKER_00,0,0,0
I don't think we need to actually finish the copy.,general,SPEAKER_01,0,0,0
The deadline for the budget is Tuesday.,deadline_mention,SPEAKER_03,0,0,0
Our final choice is like the report design.,decision,SPEAKER_02,0,0,0
Can David like check the design?,action_item,SPEAKER_03,0,0,0
Did John draft the design?,general,SPEAKER_00,0,0,0
Make sure to deliver the report before Monday.,deadline_mention,SPEAKER_03,0,0,0
So I mean we're going with the new copy.,decision,SPEAKER_02,0,0,0
The actually main topic today is the design.,topic,SPEAKER_04,0,0,0
I usually review like reports on Fridays.,general,SPEAKER_02,0,0,0
So I mean we're going with the new design.,decision,SPEAKER_00,0,0,0
Can Sarah finish the slides?,deadline_mention,SPEAKER_04,0,0,0
They always review the wireframes late.,general,SPEAKER_00,0,0,0
The budget schedule ends on basically EOD.,deadline_mention,SPEAKER_01,0,0,0
Let's talk about the budget maybe approach.,topic,SPEAKER_00,0,0,0
We actually need to cover the copy.,topic,SPEAKER_01,0,0,0
Turning our attention to the basically campaign.,topic,SPEAKER_02,0,0,0
Can Mike you know deliver the architecture?,action_item,SPEAKER_01,0,0,0
We're choosing the just code approach.,decision,SPEAKER_02,0,0,0
We need to cover like the report.,topic,SPEAKER_00,0,0,0
We are moving forward with the report probably plan.,decision,SPEAKER_03,0,0,0
Make maybe sure to finish the wireframes before next week.,action_item,SPEAKER_03,0,0,0
They just always draft the slides late.,general,SPEAKER_03,0,0,0
We're choosing the actually plan approach.,decision,SPEAKER_03,0,0,0
Don't forget to deliver the report.,action_item,SPEAKER_03,0,0,0
Regarding kind of the campaign design.,topic,SPEAKER_03,0,0,0
I usually finish reports on definitely Fridays.,general,SPEAKER_01,0,0,0
I don't think we basically need to prepare the architecture.,general,SPEAKER_03,0,0,0
Let's like discuss our decision on the plan.,topic,SPEAKER_00,0,0,0
Moving on to kind of the code.,topic,SPEAKER_00,0,0,0
The target delivery is end of maybe week.,deadline_mention,SPEAKER_00,0,0,0
Please draft the budget by actually tomorrow.,action_item,SPEAKER_03,0,0,0
Let's discuss our maybe decision on the copy.,topic,SPEAKER_03,0,0,0
Our final choice is I mean the budget design.,general,SPEAKER_04,0,0,0
The decision is to like check the design.,decision,SPEAKER_02,0,0,0
Cutoff for the plan is tomorrow.,deadline_mention,SPEAKER_01,0,0,0
The decision is to you know check the code.,action_item,SPEAKER_00,0,0,0
I don't think we basically need to draft the copy.,general,SPEAKER_04,0,0,0
Let's discuss our maybe decision on the report.,topic,SPEAKER_01,0,0,0
It is due end I mean of week.,deadline_mention,SPEAKER_00,0,0,0
Did David create the code?,general,SPEAKER_02,0,0,0
I kind of usually verify reports on Fridays.,general,SPEAKER_00,0,0,0
Did just John create the budget?,general,SPEAKER_04,0,0,0
The next agenda item is the basically wireframes plan.,topic,SPEAKER_03,0,0,0
Make sure to deliver the architecture by Friday.,action_item,SPEAKER_03,0,0,0
We expect the report you know by Thursday.,deadline_mention,SPEAKER_01,0,0,0
It is due tomorrow.,deadline_mention,SPEAKER_02,0,0,0
Let's discuss our like decision on the slides.,topic,SPEAKER_03,0,0,0
Regarding actually the wireframes design.,topic,SPEAKER_01,0,0,0
Please send the code by tomorrow.,action_item,SPEAKER_02,0,0,0
I am not probably sure if I can review it.,topic,SPEAKER_01,0,0,0
"Emma, update the wireframes today.",action_item,SPEAKER_03,0,0,0
We have decided to like go with the new campaign.,decision,SPEAKER_04,0,0,0
The like decision is to draft the wireframes.,decision,SPEAKER_04,0,0,0
The decision is to actually review the budget.,decision,SPEAKER_03,0,0,0
"David, update the plan today.",deadline_mention,SPEAKER_01,0,0,0
Moving definitely on to the design.,topic,SPEAKER_01,0,0,0
Moving on to the like report.,topic,SPEAKER_04,0,0,0
To deliver the slides takes a lot of time.,decision,SPEAKER_04,0,0,0
We have decided to go kind of with the new code.,decision,SPEAKER_04,0,0,0
Cutoff for the report is next probably week.,topic,SPEAKER_01,0,0,0
Let's discuss like our decision on the slides.,topic,SPEAKER_02,0,0,0
Make sure to review the budget before like Monday.,action_item,SPEAKER_03,0,0,0
The decision is to update the campaign.,decision,SPEAKER_03,0,0,0
The actually report schedule ends on Monday.,deadline_mention,SPEAKER_04,0,0,0
This definitely must be ready by tomorrow.,deadline_mention,SPEAKER_02,0,0,0
Turning our attention basically to the report.,topic,SPEAKER_00,0,0,0
It maybe is due end of week.,deadline_mention,SPEAKER_04,0,0,0
I am not just sure if I can verify it.,general,SPEAKER_02,0,0,0
The decision is to maybe send the report.,decision,SPEAKER_04,0,0,0
The slides probably schedule ends on EOD.,deadline_mention,SPEAKER_03,0,0,0
The decision is to like prepare the slides.,general,SPEAKER_00,0,0,0
"Raj, verify you know the architecture today.",deadline_mention,SPEAKER_04,0,0,0
"Priya, draft probably the code today.",action_item,SPEAKER_00,0,0,0
The architecture schedule ends kind of on end of week.,deadline_mention,SPEAKER_00,0,0,0
The target I mean delivery is end of week.,deadline_mention,SPEAKER_03,0,0,0
We're choosing basically the slides approach.,general,SPEAKER_03,0,0,0
Did John deliver the report?,action_item,SPEAKER_02,0,0,0
The copy schedule ends on Friday.,general,SPEAKER_00,0,0,0
Let's discuss our decision on the actually budget.,topic,SPEAKER_01,0,0,0
Cutoff for the architecture is definitely Thursday.,deadline_mention,SPEAKER_04,0,0,0
Don't forget to finish the budget.,action_item,SPEAKER_04,0,0,0
I am not sure if I can just update it.,decision,SPEAKER_02,0,0,0
"Sarah, deliver probably the wireframes today.",action_item,SPEAKER_03,0,0,0
I definitely am not sure if I can prepare it.,general,SPEAKER_04,0,0,0
This must basically be ready by Monday.,deadline_mention,SPEAKER_03,0,0,0
We have decided to go actually with the new slides.,decision,SPEAKER_01,0,0,0
The budget probably schedule ends on Thursday.,topic,SPEAKER_04,0,0,0
The wireframes schedule ends on Tuesday.,deadline_mention,SPEAKER_03,0,0,0
Make sure to review the plan before Wednesday.,decision,SPEAKER_03,0,0,0
The decision is to check the architecture.,decision,SPEAKER_02,0,0,0
Please prepare the slides by Tuesday.,action_item,SPEAKER_04,0,0,0
Cutoff for I mean the code is Friday.,deadline_mention,SPEAKER_03,0,0,0
Let's talk about the like budget approach.,topic,SPEAKER_04,0,0,0
"Nina, create the campaign today.",action_item,SPEAKER_00,0,0,0
The target delivery is end of week.,deadline_mention,SPEAKER_04,0,0,0
The decision is to finish the architecture.,decision,SPEAKER_04,0,0,0
The basically slides schedule ends on tomorrow.,deadline_mention,SPEAKER_03,0,0,0
I need you to check this actually slides.,deadline_mention,SPEAKER_01,0,0,0
Did maybe Sarah update the slides?,general,SPEAKER_04,0,0,0
I need you I mean to send this wireframes.,general,SPEAKER_01,0,0,0
"Mike, review definitely the slides today.",action_item,SPEAKER_01,0,0,0
Turning our attention to probably the plan.,topic,SPEAKER_04,0,0,0
The just target delivery is EOD.,topic,SPEAKER_02,0,0,0
I kind of usually check reports on Fridays.,general,SPEAKER_01,0,0,0
The deadline for the actually slides is next week.,deadline_mention,SPEAKER_01,0,0,0
They always draft maybe the design late.,deadline_mention,SPEAKER_00,0,0,0
I usually like deliver reports on Fridays.,general,SPEAKER_01,0,0,0
Can Sarah create the wireframes?,action_item,SPEAKER_01,0,0,0
We're I mean choosing the campaign approach.,decision,SPEAKER_02,0,0,0
The budget schedule ends actually on Thursday.,deadline_mention,SPEAKER_03,0,0,0
The decision is to update actually the copy.,decision,SPEAKER_03,0,0,0
Make sure to deliver the report by next week.,deadline_mention,SPEAKER_04,0,0,0
It's agreed that we will prepare the campaign.,decision,SPEAKER_00,0,0,0
Let's basically discuss our decision on the report.,topic,SPEAKER_03,0,0,0
I I mean usually verify reports on Fridays.,general,SPEAKER_03,0,0,0
The next agenda item is the report maybe plan.,topic,SPEAKER_03,0,0,0
We need to basically cover the design.,topic,SPEAKER_01,0,0,0
The deadline for the kind of design is Tuesday.,deadline_mention,SPEAKER_04,0,0,0
Regarding the wireframes just design.,topic,SPEAKER_01,0,0,0
We need to cover definitely the slides.,topic,SPEAKER_00,0,0,0
We need probably to cover the slides.,topic,SPEAKER_04,0,0,0
We're choosing the probably slides approach.,decision,SPEAKER_04,0,0,0
Moving on to the budget.,topic,SPEAKER_03,0,0,0
Regarding the budget design.,topic,SPEAKER_02,0,0,0
It's agreed that we will draft the code.,decision,SPEAKER_02,0,0,0
She didn't verify the budget.,general,SPEAKER_04,0,0,0
Our actually final choice is the code design.,general,SPEAKER_02,0,0,0
To review the wireframes takes a lot just of time.,general,SPEAKER_03,0,0,0
I usually definitely deliver reports on Fridays.,general,SPEAKER_04,0,0,0
The next agenda item is the you know campaign plan.,topic,SPEAKER_00,0,0,0
We expect the slides I mean by tomorrow.,deadline_mention,SPEAKER_03,0,0,0
Did Emma review the report?,general,SPEAKER_01,0,0,0
We're choosing actually the budget approach.,deadline_mention,SPEAKER_01,0,0,0
Let's talk actually about the report approach.,topic,SPEAKER_04,0,0,0
Let's discuss our basically decision on the architecture.,topic,SPEAKER_01,0,0,0
We have decided to go definitely with the new architecture.,decision,SPEAKER_01,0,0,0
It's agreed that we will review the copy.,decision,SPEAKER_02,0,0,0
The deadline for the slides is probably EOD.,deadline_mention,SPEAKER_04,0,0,0
It's agreed that we will actually update the wireframes.,decision,SPEAKER_02,0,0,0
"If you create the kind of budget, let me know.",general,SPEAKER_03,0,0,0
Regarding the plan like design.,topic,SPEAKER_02,0,0,0
They always just send the architecture late.,topic,SPEAKER_01,0,0,0
Can you know Priya draft the code?,action_item,SPEAKER_00,0,0,0
The decision is to draft the report.,decision,SPEAKER_02,0,0,0
Our final choice is the architecture you know design.,decision,SPEAKER_01,0,0,0
I don't think we need kind of to check the plan.,general,SPEAKER_00,0,0,0
It's just agreed that we will draft the wireframes.,decision,SPEAKER_00,0,0,0
We expect the plan by Tuesday.,deadline_mention,SPEAKER_03,0,0,0
The next agenda maybe item is the campaign plan.,topic,SPEAKER_00,0,0,0
Our final choice maybe is the campaign design.,decision,SPEAKER_00,0,0,0
Let's I mean discuss our decision on the wireframes.,topic,SPEAKER_02,0,0,0
We're basically choosing the budget approach.,decision,SPEAKER_03,0,0,0
Don't forget to verify the basically budget.,action_item,SPEAKER_00,0,0,0
The target delivery is basically Tuesday.,deadline_mention,SPEAKER_04,0,0,0
"Nina, check the architecture today.",action_item,SPEAKER_04,0,0,0
Make like sure to deliver the budget by Thursday.,action_item,SPEAKER_04,0,0,0
Can Sarah deliver the wireframes?,action_item,SPEAKER_01,0,0,0
The main topic today like is the campaign.,topic,SPEAKER_00,0,0,0
Cutoff you know for the design is Thursday.,deadline_mention,SPEAKER_04,0,0,0
Did probably Mike prepare the code?,topic,SPEAKER_02,0,0,0
Moving like on to the campaign.,topic,SPEAKER_04,0,0,0
Our just final choice is the plan design.,decision,SPEAKER_04,0,0,0
Did Raj basically create the plan?,general,SPEAKER_02,0,0,0
The decision is to I mean prepare the budget.,decision,SPEAKER_04,0,0,0
Don't definitely forget to finish the code.,action_item,SPEAKER_00,0,0,0
"Nina, review maybe the campaign today.",action_item,SPEAKER_04,0,0,0
We are moving forward with just the plan plan.,decision,SPEAKER_03,0,0,0
"If you deliver the copy, actually let me know.",general,SPEAKER_03,0,0,0
We are moving actually forward with the copy plan.,decision,SPEAKER_03,0,0,0
Our final choice is the probably report design.,decision,SPEAKER_03,0,0,0
The next agenda item basically is the report plan.,topic,SPEAKER_01,0,0,0
The kind of target delivery is Friday.,deadline_mention,SPEAKER_02,0,0,0
Could you please forward probably that wireframes to Sarah?,action_item,SPEAKER_03,0,0,0
Turning our attention to probably the report.,topic,SPEAKER_02,0,0,0
Turning our attention to the code.,topic,SPEAKER_03,0,0,0
Don't forget to deliver the actually budget.,action_item,SPEAKER_03,0,0,0
Can John prepare maybe the campaign?,action_item,SPEAKER_03,0,0,0
Regarding the campaign design.,deadline_mention,SPEAKER_04,0,0,0
We maybe are moving forward with the slides plan.,decision,SPEAKER_02,0,0,0
Cutoff for the report is tomorrow.,deadline_mention,SPEAKER_01,0,0,0
